pygeostat_saved_data
4
X
Y
Co
Ni
100.000000 91.000000 10.724400 0.105030
60.000000 191.000000 41.258699 5.213430
63.000000 140.000000 18.805500 0.966060
49.000000 278.000000 15.741000 4.829760
68.000000 128.000000 17.450100 -999.000000
209.000000 30.000000 12.779100 -999.000000
231.000000 10.000000 16.675199 -999.000000
188.000000 210.000000 8.988300 -999.000000
228.000000 148.000000 9.477000 -999.000000
50.000000 160.000000 23.735699 1.280340
131.000000 148.000000 5.000400 -999.000000
231.000000 28.000000 11.499300 -999.000000
88.000000 249.000000 0.000000 -999.000000
73.000000 141.000000 21.354301 1.639710
245.000000 231.000000 4.352400 0.070470
109.000000 68.000000 7.036200 -999.000000
31.000000 269.000000 8.440200 -999.000000
250.000000 291.000000 1.231200 -999.000000
110.000000 109.000000 6.415200 -999.000000
111.000000 169.000000 0.596700 -999.000000
46.000000 148.000000 6.318000 0.020250
51.000000 260.000000 18.108900 10.095030
23.000000 91.000000 22.059000 1.913760
68.000000 110.000000 8.885700 -999.000000
190.000000 89.000000 8.802000 -999.000000
73.000000 199.000000 12.708900 14.013270
81.000000 98.000000 4.892400 0.003510
189.000000 149.000000 13.003200 -999.000000
84.000000 69.000000 26.025301 3.267000
31.000000 289.000000 6.504300 -999.000000
190.000000 169.000000 8.750700 -999.000000
35.000000 259.000000 6.345000 0.051030
171.000000 150.000000 0.000000 -999.000000
211.000000 130.000000 6.045300 -999.000000
50.000000 221.000000 14.669100 2.879820
41.000000 21.000000 3.129300 0.008370
54.000000 161.000000 25.901100 1.260090
21.000000 69.000000 7.676100 0.021060
249.000000 251.000000 6.328800 -999.000000
31.000000 68.000000 24.170400 -999.000000
150.000000 89.000000 14.774400 -999.000000
8.000000 288.000000 5.076000 -999.000000
114.000000 131.000000 7.246800 0.281880
129.000000 90.000000 6.563700 -999.000000
54.000000 80.000000 13.041000 0.283500
41.000000 100.000000 16.237801 0.811620
189.000000 290.000000 0.067500 -999.000000
46.000000 81.000000 14.650199 0.374220
238.000000 229.000000 16.270199 4.079430
81.000000 108.000000 27.602100 1.736100
61.000000 139.000000 12.879000 0.193050
150.000000 228.000000 16.262100 -999.000000
216.000000 11.000000 17.825400 3.846960
150.000000 151.000000 0.126900 -999.000000
221.000000 241.000000 8.769600 0.785430
230.000000 131.000000 8.999100 -999.000000
50.000000 138.000000 11.161800 0.224100
151.000000 190.000000 0.000000 -999.000000
29.000000 29.000000 2.108700 -999.000000
58.000000 128.000000 4.287600 0.011610
36.000000 219.000000 11.585700 0.411210
210.000000 70.000000 10.983600 -999.000000
84.000000 41.000000 11.107800 0.091800
73.000000 188.000000 18.551699 6.349050
111.000000 140.000000 5.138100 0.131760
148.000000 208.000000 9.244800 -999.000000
50.000000 88.000000 22.161600 -999.000000
249.000000 9.000000 4.527900 -999.000000
169.000000 221.000000 11.534400 0.532440
26.000000 58.000000 1.066500 0.000810
208.000000 268.000000 3.380400 -999.000000
49.000000 68.000000 1.020600 -999.000000
149.000000 169.000000 4.876200 -999.000000
188.000000 111.000000 8.777700 -999.000000
79.000000 149.000000 1.190700 0.000000
114.000000 120.000000 8.626500 0.416340
60.000000 29.000000 6.442200 0.034290
53.000000 150.000000 23.166000 2.357100
51.000000 48.000000 2.835000 -999.000000
90.000000 79.000000 15.479100 0.373410
53.000000 179.000000 27.091801 1.148580
170.000000 230.000000 4.673700 -999.000000
10.000000 269.000000 3.356100 -999.000000
8.000000 188.000000 4.714200 -999.000000
110.000000 208.000000 0.483300 -999.000000
230.000000 221.000000 16.264801 1.455030
85.000000 100.000000 19.010699 0.340200
100.000000 78.000000 10.054800 0.191430
45.000000 281.000000 16.348500 2.523960
36.000000 61.000000 18.889199 4.179060
43.000000 60.000000 15.768000 0.262980
251.000000 229.000000 6.504300 -999.000000
86.000000 131.000000 23.757301 2.606310
96.000000 111.000000 14.936400 0.973350
166.000000 211.000000 16.208100 1.748520
34.000000 201.000000 8.588700 0.214920
168.000000 91.000000 13.481100 -999.000000
198.000000 90.000000 16.515900 1.986660
101.000000 38.000000 19.723500 1.252800
230.000000 71.000000 6.072300 -999.000000
11.000000 8.000000 0.000000 -999.000000
8.000000 30.000000 0.000000 -999.000000
9.000000 48.000000 6.058800 -999.000000
8.000000 69.000000 11.728800 -999.000000
9.000000 90.000000 11.126700 -999.000000
10.000000 110.000000 15.854400 -999.000000
9.000000 129.000000 5.192100 -999.000000
11.000000 150.000000 0.845100 -999.000000
10.000000 170.000000 10.489500 -999.000000
9.000000 209.000000 5.070600 -999.000000
10.000000 231.000000 2.216700 -999.000000
